ACO_Num,ACO_Name,ACO_State,Start_Date,Track1,Track2,Adv_Pay,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,EarnSaveLoss,QualScore,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,CHF_ADM,COPD_ADM,PNEU_ADM,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS
A46707,"Premier ACO Physician Network, LLC",California,4/1/2012,1,0,0,8683,-0.989538293,3.131631632,-1113674,0,0,0.838727679,13375,13406,112544847,113658521,,,0.5,0.419363839,86762,11419,13111,11012,89896,12480,13964,11191,86983,12318,14669,11537,97071,11790,14781,11136,13508,1.048765026,1.358806649,1.076346887,1.253919234,1.062508729,1.413586604,1.092082327,1.229002858,1.019825124,1.333605792,1.125329533,1.242780952,1.0110894,1.246813717,1.122958476,1.211711701,153.4166667,1624.916667,1926.583333,6164.416667,8414.416667,179,1117.416667,1053.583333,6064.416667,1530,3446,2369,1338,4945,3738,6232,826,575,525,12,513,4688,3719,679,309,122,219,1562,7,1985,4446,231,891,258,384.8157428,340.6059046,17.82654769,14.26123815,11.52783417,12.35973973,9.745179404,9.626335753,188.5758998,772.6917058,94.36185911,707.5950997,273.1027106,638.6657819,292.4742258,11548.15644,4640.250364,6725.599913,174.1059491,8.200211938,0,0,0,0,0,117,108,8,0,0
A28708,"Advocate Physician Partners Accountable Care, Inc.",Illinois,7/1/2012,1,0,0,135350,-0.356346981,2,-5274604,0,0,0.909598214,11281,11553,1480187677,1485462281,,,0.5,0.454799107,89878,10176,16904,9781,89385,10484,17424,10155,91671,10517,16780,10255,90751,10853,19216,10089,11321,1.05151538,1.123045257,1.058091995,1.043617374,1.0426482,1.125859449,1.042759132,1.044433871,1.04634023,1.125071731,1.05376339,1.053740018,1.03627006,1.138279702,1.139485389,1.056563115,1413.333333,13975.33333,5115.666667,104816,131212.4167,1509.666667,12764.5,3301.5,113636.75,18437,60086,38464,18363,79317,56033,109811,17397,2315,2051,53,3723,3598,3169,145,268,84,290,1465,0,1801,3538,157,804,202,378.4702794,350.8052147,3.25426519,14.92998948,9.442703911,14.68611012,9.839007868,8.573883696,189.5792564,819.2514677,122.2445284,646.7833011,274.0746715,713.3471235,279.6000633,9810.321559,4546.848653,4464.920431,789.7042264,8.848247975,1,7,0,0,23,1162,1405,239,4,19
A04423,"Catholic Medical Partners-Accountable Care IPA, Inc.",New York,4/1/2012,1,0,0,25614,-1.110875822,2.443858129,-2190609,0,0,0.9109375,7942,7751,197196601,199387211,,,0.5,0.45546875,57622,6427,8979,6895,59946,6261,9801,7040,62098,6486,9278,7461,69269,7208,9106,7473,8030,1.040291477,0.944767004,0.969729795,1.052348848,1.035842693,0.967231032,0.983916319,1.044877517,1.034265489,0.942706807,0.974184445,1.062544008,1.01046808,0.965847196,0.944131494,1.078843405,229.8333333,5978.583333,1161.416667,18768.08333,24830.25,216.4166667,5675.916667,1206,17731.91667,6865,9424,6015,3310,13925,11689,22796,1903,162,98,35,620,2569,2362,6,142,72,126,608,2,1461,2720,86,466,200,270.1946215,255.696177,0.12082037,7.49086296,6.564573454,12.40422469,6.564573454,6.282659256,163.6915387,806.6761871,60.97401355,635.5151479,198.024587,794.8369428,256.6224666,8880.256945,3356.027426,3847.121958,1673.080215,4.027345677,0,0,0,0,11,295,841,208,5,0
A85439,"RGV ACO Health Providers, LLC",Texas,4/1/2012,0,1,1,7863,12.6924469,2,13767494,13767494,7528797,0.930022321,14175,14184,108469972,94702479,0,0,0.6,0.558013393,92593,12308,17233,10623,81467,11683,15725,9816,81288,11146,14306,9713,77847,9139,11752,9395,12376,1.090473852,1.292285319,1.159498392,1.154243972,1.060272995,1.275752726,1.1724445,1.126199445,1.059554805,1.232309272,1.16737877,1.204497612,1.096115269,1.23551126,1.12665604,1.131022527,227.5833333,1248.166667,3258.5,3766.75,7652,239.25,1077.75,2846.25,3488.75,1431,3011,2498,923,4496,3367,5831,26,19,1838,5,144,4012,2969,391,701,17,361,532,0,2122,3971,311,1256,287,382.2530058,322.6607423,10.97752222,45.47830633,3.136434919,13.98327235,3.920543649,7.318348144,184.6224678,801.5653775,44.6941976,656.9524307,235.2326189,725.5619446,281.495034,12645.32149,7871.406168,4299.790904,409.6968113,64.42760063,0,0,0,0,0,19,1,5,0,0
A15929,"West Florida ACO, LLC",Florida,4/1/2012,1,0,0,17970,6.181994559,2.581176235,14152196,14152196,6326253,0.912276786,13157,13148,228926045,214773849,,,0.5,0.456138393,75677,11621,18061,11195,77614,11738,17368,11965,90868,12274,17986,12305,82947,11169,16861,11534,12344,1.04707896,1.331745038,1.149681242,1.283406557,1.078591352,1.331487836,1.204112146,1.301539272,1.062616041,1.301769422,1.185714077,1.346137268,1.119537655,1.287732566,1.159320913,1.322646683,114.8333333,2046.083333,851.5,13858,17399.58333,144.9166667,1996.25,839.1666667,14419.25,2555,6651,5607,3157,10455,7515,16785,541,153,171,10,310,3626,3079,119,348,117,363,1410,1,1275,4624,147,1066,253,441.1599895,403.8027731,3.390885797,18.6786082,15.05783185,13.56354319,17.35673747,7.701333844,176.6576562,805.5334711,120.9799085,732.9485859,335.0654949,850.7100266,357.3648794,12101.38174,5437.314112,5921.808472,718.8103163,23.44883738,0,0,0,0,0,93,5,14,0,0
A64206,"Crystal Run Healthcare ACO, LLC","New York,  Pennsylvania",4/1/2012,1,0,0,12201,-2.413861252,2.867913583,-3352402,0,0,0.871875,11824,11991,138881297,142233699,,,0.5,0.4359375,101556,8646,14855,12055,112696,9028,17529,11170,92401,8055,17033,11509,98547,10373,14528,11462,12109,1.121333887,1.011440798,1.085499452,1.177403705,1.102915181,1.029195935,1.08429648,1.16242205,1.061807809,1.027370054,1.17467994,1.150438374,1.046090423,1.035336226,1.06167395,1.127563773,88.75,2115.75,486.9166667,6755.916667,11745.83333,94.75,2385.25,636.0833333,8629.75,2998,5053,2738,1412,7006,5195,10726,821,70,247,8,329,4532,4048,48,320,156,129,1750,2,1688,3880,200,321,273,382.5186236,350.5924087,1.277048599,16.26108549,14.30294431,14.13267116,8.513657325,8.002837886,201.8498368,852.8291621,112.2951401,727.2366087,300.1915573,771.5927634,231.9971621,12178.10571,3705.909897,7442.809507,993.7992196,35.58708762,0,0,0,0,0,78,180,16,0,0
A09903,"Jackson Purchase Medical Associates, PSC","Kentucky,  Illinois",4/1/2012,1,0,1,4845,11.29602345,3.984742371,4964871,4964871,2178919,0.895647321,9318,9428,43952374,38987504,0,0,0.5,0.447823661,64173,8881,16890,8185,74802,8333,15303,8956,69558,8076,14390,8739,55453,8761,10827,7866,8265,1.016352023,1.124319069,1.146963422,1.077464015,1.019884649,1.103118872,1.145853885,1.064521814,1.027687286,1.098197741,1.12300867,1.088485559,1.021242576,1.07833746,1.125183379,1.080799658,34.58333333,666.6666667,185.8333333,4754.583333,4717,20.58333333,527.5833333,146.4166667,4022.416667,667,1966,1487,725,2898,1947,4597,208,2,1,5,32,2566,2314,37,217,14,183,757,0,1483,2661,100,433,262,316.0907356,299.7668009,0.847996608,13.99194403,1.483994064,18.01992792,9.53996184,12.71994912,148.7138264,817.5241158,67.41573034,522.7899088,186.3472546,666.7373331,220.2671189,9571.125716,3610.345559,3508.797965,2427.814289,24.16790333,0,0,0,0,0,12,9,11,0,0
A86333,"Accountable Healthcare Alliance, PC",Michigan,7/1/2012,1,0,0,5485,1.621420709,3.754354354,899665,0,0,0.891183036,10434,10409,55486201,54586536,,,0.5,0.445591518,80280,9587,13092,9516,83584,9878,13099,9931,97581,9212,12589,9490,73564,8573,12818,10061,10265,1.070613837,1.123302271,1.040032136,1.145965374,1.159272641,1.14568683,1.092874933,1.152684064,1.074334488,1.150208086,1.089706713,1.178864306,1.134153421,1.136446558,1.172526265,1.19302771,34.33333333,879.6666667,179.0833333,4392.25,5317.666667,30.5,888.75,170.1666667,4228.25,1095,2070,1483,837,3180,2305,5120,221,23,28,8,85,3602,3100,111,314,112,150,1101,0,1719,3189,141,534,176,419.5449132,380.9941704,4.325205291,18.80524039,15.42029712,16.92471635,17.67692597,9.026515389,176.3727122,802.5513034,97.22309284,733.9685326,312.5430953,715.7274494,194.0700809,9960.195575,5770.76412,3760.295869,421.801542,7.334043754,0,0,0,0,0,30,25,4,0,0
A76034,"Coastal Carolina Quality Care, Inc.",North Carolina,4/1/2012,1,0,1,11306,1.471176017,2.921624325,1417267,0,0,0.910714286,8757,8764,96335641,94918374,3083992,0,0.5,0.455357143,75994,8020,13386,7254,80131,8851,15462,7573,72807,9146,13451,7709,63428,9258,10875,7986,8628,0.999585655,1.054834233,1.102970014,0.912984976,0.99163397,1.054558812,1.081095256,0.925638896,0.977023991,1.052317767,1.103657062,0.939509984,1.043521831,1.130871969,1.127718548,0.983989273,93.41666667,1041,501.8333333,9264.25,11000.66667,82.5,978.0833333,433.75,9506.333333,1416,5384,3268,1238,6382,4924,9639,1479,20,10,6,152,2720,2553,23,155,15,166,338,0,1537,3477,83,219,288,248.0758742,236.9856372,0.54542149,9.09035816,1.454457306,10.27210472,5.363311315,5.636022059,137.5383268,800.7008322,37.72498636,538.3310102,174.1712624,955.8511605,427.0650264,10759.52973,4333.010121,4672.625902,1736.622023,17.2716805,0,0,0,0,0,25,25,12,0,0
A05657,Quality Independent Physicians,"Kentucky,  Indiana",7/1/2012,1,0,1,12618,9.808097,2.842888578,13611421,13611421,6062187,0.908928571,11349,10861,138777395,125165973,2933104,2933104,0.5,0.454464286,95712,10747,19595,10612,82142,10254,15445,9669,76553,10667,18177,9633,77955,10598,14240,9009,10236,1.055966845,1.218687884,1.275340744,1.124514294,1.045509629,1.181617874,1.223382966,1.096705293,1.055437435,1.191580892,1.098248834,1.092660669,1.046833137,1.231583045,1.247051684,1.10170035,118.8333333,1823.75,425.75,10119.25,12228.58333,131.75,1869.833333,563.5,9663.5,2334,5098,3439,1747,7297,5321,10535,1813,39,21,7,203,3193,2845,127,143,122,203,1238,0,2029,2944,177,486,321,369.053379,343.1305071,3.352800474,8.995318346,13.49297752,16.51867551,8.831767103,13.4112019,170.3843053,814.8347219,125.9344568,741.786661,255.8759191,804.8356651,288.3408408,10664.03167,5032.226409,3977.566221,1641.563823,12.67522131,0,0,0,0,0,51,3,31,0,0
A34299,Jordan Community ACO,Massachusetts,4/1/2012,1,0,0,6748,-2.733440367,3.45025025,-2010172,0,0,0.91796875,11217,11240,73539988,75550160,,,0.5,0.458984375,87102,10583,12893,9907,90583,11040,13656,10219,104429,10379,17149,10557,102740,11150,16340,10771,11524,1.141373448,1.196462533,0.98129428,1.058536377,1.068557684,1.10221338,0.95773582,1.054065498,1.000014126,1.119485637,0.928448787,1.051077408,1.020512095,1.066134386,0.993727899,1.087545585,34,727.1666667,185.8333333,4450.583333,6556.166667,35.58333333,796.5833333,243.75,5480.25,1068,3184,1696,800,3701,3047,6467,83,18,14,6,160,3726,3278,117,228,156,458,1031,0,2642,2970,243,768,183,321.6818771,291.7863589,3.508147546,10.21938633,16.16798434,16.93062511,8.541576633,10.9820271,174.1440378,822.3140496,97.61801866,802.2980909,235.9610545,675.3946666,276.6860716,9930.192948,3504.639398,5019.243969,1394.107329,12.20225233,0,0,0,0,1,0,0,0,0,0
